"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"USA300HOU_RS12345",5901.901242765,4.05419236490336,0.151240411235028,26.8062770511985,2.73022973489938e-158,1.32670655084009e-156
"USA300HOU_RS04365",5596.08793923321,4.02884885602237,0.151758599255089,26.547746722743,2.72675233594112e-155,1.3029331578572e-153
"USA300HOU_RS07230",5628.83482372757,6.54547617329305,0.246943366624886,26.5059809573092,8.26968220346753e-155,3.88675063562974e-153
"USA300HOU_RS01940",29183.4923807503,-3.77270502877601,0.14280194126563,-26.4191438529418,8.25827300031657e-154,3.81878527288832e-152
"USA300HOU_RS06035",5110.33218234136,-4.38742257849365,0.167291988285314,-26.2261368488906,1.33806633145468e-151,6.08926376552469e-150
"USA300HOU_RS10945",9484.47094106599,3.99337371000276,0.152652641430177,26.1598729808376,7.60950305026088e-151,3.40881956954655e-149
"USA300HOU_RS11855",9899.13053262524,4.07670509379975,0.155952846391494,26.1406264016872,1.25966962965359e-150,5.55611204341053e-149
"USA300HOU_RS14155",3063.81702376887,-5.17213136397837,0.19843257900962,-26.064930415119,9.11222140414373e-150,3.95829375237577e-148
"USA300HOU_RS10925",55734.5328241293,4.95970888622226,0.190291036227556,26.063807232051,9.38332847727422e-150,4.01522429020077e-148
"USA300HOU_RS08430",38929.4576687287,4.69434562298984,0.180732193865239,25.9740421592521,9.73161634464994e-149,4.1030211853105e-147
"USA300HOU_RS01085",1434.16139250741,4.69756562656915,0.181622085234792,25.8645066237202,1.67113821685905e-147,6.94370038802157e-146
